b'time,Year,Month,Day,Hour,latitude,longitude,country,state,county,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-02-28T18:54:32.000Z,2001,2,28,18,47.15,-122.73,us,Washington,Pierce County,51.9,6.8,mwc,,,,,gcmt,gcmtc022801l,2016-11-10T00:27:19.470Z,"Puget Sound region, Washington",earthquake,,,,,automatic,gcmt,gcmt
2001-02-28T18:54:32.830Z,2001,2,28,18,47.149,-122.7266667,us,Washington,Pierce County,51.798,6.8,md,67,31,,0.2,uw,uw10530748,2016-11-09T04:12:09.544Z,"Puget Sound region, Washington",earthquake,0.517,0.92,0.03,0,reviewed,uw,uw
2014-03-10T05:18:13.400Z,2014,3,10,5,40.8287,-125.1338,us,California,Humboldt County,16.6,6.8,Mw,,230.4,0.65577016,0.15,nc,nc72182046,2016-09-07T13:17:24.322Z,"78km WNW of Ferndale, California",earthquake,0.6,1.9,,5,reviewed,nc,nc
2010-01-10T00:27:39.320Z,2010,1,10,0,40.652,-124.692,us,California,Humboldt County,29.3,6.5,mwc,330,31.4,,,us,usp000h5we,2016-11-10T02:22:32.974Z,offshore Northern California,earthquake,,,,,reviewed,nc,us
2003-12-22T19:15:55.900Z,2003,12,22,19,35.7188333,-121.1571667,us,California,San Luis Obispo County,11.534,6.48,mw,9,258,,0.14,ci,ci9966449,2016-11-10T00:55:42.604Z,"18km NNW of Cambria, CA",earthquake,0.88,9.55,,6,reviewed,ci,ci
2008-02-21T14:16:02.821Z,2008,2,21,14,41.1444,-114.8721,us,Nevada,Elko County,7.9,6.2,ml,18,95.21,0.318,0.1855,nn,nn00234425,2016-11-10T01:52:07.558Z,"8km ENE of Wells, Nevada",earthquake,1.61,1.9,0.15,4,reviewed,nn,nn
2014-08-24T10:20:44.070Z,2014,8,24,10,38.2151667,-122.3123333,us,California,Napa County,11.12,6.02,mw,369,28,0.03579,0.18,nc,nc72282711,2016-08-09T16:24:31.095Z,South Napa Earthquake,earthquake,0.11,0.15,,0,reviewed,nc,nc
2004-09-28T17:15:24.000Z,2004,9,28,17,35.82,-120.36,us,California,Monterey County,8.8,6,mwc,,,,,gcmt,gcmtc092804h,2016-11-10T00:47:10.157Z,Central California,earthquake,,,,,automatic,gcmt,gcmt
2004-09-28T17:15:24.200Z,2004,9,28,17,35.8182,-120.366,us,California,Monterey County,8.6,6,Mw,,25.2,0.01796631,0.04,nc,nc30228270,2016-11-09T05:19:22.934Z,"18km N of Shandon, California",earthquake,0.1,0.3,,4,reviewed,nc,nc
2010-02-04T20:20:18.530Z,2010,2,4,20,40.431,-124.929,us,California,Humboldt County,6.929,6,mh,7,341,3.68,0.56,ci,ci14585316,2016-11-10T02:23:43.836Z,"58km WSW of Ferndale, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2011-08-23T17:51:04.250Z,2011,8,23,17,37.9096667,-77.9363333,us,Virginia,Louisa County,0.02,5.8,mw,23,80,,0.48,se,se609212,2016-08-23T15:14:05.662Z,"14km SSE of Louisa, Virginia",earthquake,1.9,2.4,,0,reviewed,se,se
2016-09-03T12:02:44.400Z,2016,9,3,12,36.4251,-96.9291,us,Oklahoma,Pawnee County,5.557,5.8,mww,,69,,0.7,us,us10006jxs,2016-11-21T05:17:08.249Z,"14km NW of Pawnee, Oklahoma",earthquake,1.2,6.1,,,reviewed,tul,us
2015-01-28T21:08:53.710Z,2015,1,28,21,40.3178333,-124.6066667,us,California,Humboldt County,17.17,5.73,mw,52,230,0.2465,0.13,nc,nc72387946,2016-11-10T21:46:12.327Z,"40km SW of Ferndale, California",earthquake,0.54,0.33,,14,reviewed,nc,nc
2010-06-15T04:26:58.240Z,2010,6,15,4,32.705,-115.9113333,us,California,Imperial County,8.756,5.72,mw,45,71,0.05832,0.2,ci,ci14745580,2016-11-10T02:29:35.684Z,"8km ESE of Ocotillo, CA",earthquake,0.41,0.83,,7,reviewed,ci,ci
2011-11-06T03:53:10.000Z,2011,11,6,3,35.532,-96.765,us,Oklahoma,Lincoln County,5.2,5.7,mww,474,17.1,,,us,usp000jadn,2016-09-08T19:32:13.038Z,Oklahoma,earthquake,,,,,reviewed,tul,us
2013-05-24T03:47:08.100Z,2013,5,24,3,40.1918,-121.0595,us,California,Plumas County,9.7,5.7,Mw,,68.4,0.08084838,0.08,nc,nc71996906,2015-12-23T07:06:59.260Z,"10km WNW of Greenville, California",earthquake,0.3,0.7,,5,reviewed,nc,nc
2005-07-26T04:08:37.160Z,2005,7,26,4,45.365,-112.615,us,Montana,Beaverhead County,12.9,5.6,mwc,458,25.7,,0.74,us,usp000dvxx,2016-11-10T01:09:16.516Z,western Montana,earthquake,,,,,reviewed,us,hrv
2012-02-13T21:07:02.770Z,2012,2,13,21,41.143,-123.79,us,California,Humboldt County,28.2,5.6,mwr,526,23.1,,,us,usp000jewr,2015-01-28T03:48:26.041Z,Northern California,earthquake,,,,,reviewed,nc,brk
2008-07-29T18:42:15.670Z,2008,7,29,18,33.9485,-117.7663333,us,California,San Bernardino County,15.503,5.44,mw,136,17,0.08724,0.3,ci,ci14383980,2016-11-10T01:59:24.120Z,"5km S of Chino Hills, CA",earthquake,0.19,0.52,,6,reviewed,ci,ci
2012-08-26T20:57:58.220Z,2012,8,26,20,33.0185,-115.5403333,us,California,Imperial County,8.283,5.44,mw,47,47,0.0329,0.16,ci,ci15200401,2016-03-11T03:21:21.682Z,"4km NNW of Brawley, CA",earthquake,0.3,0.66,,6,reviewed,ci,ci
2010-07-07T23:53:33.480Z,2010,7,7,23,33.4173333,-116.4746667,us,California,San Diego County,12.318,5.43,mw,112,19,0.09786,0.23,ci,ci10736069,2016-11-10T02:30:29.077Z,"20km NNW of Borrego Springs, CA",earthquake,0.16,0.35,,6,reviewed,ci,ci
2004-09-18T23:02:18.400Z,2004,9,18,23,37.9973333,-118.6796667,us,California,Mono County,3.65,5.42,mw,10,211,0.2936,0.11,ci,ci14091792,2016-11-10T00:46:16.065Z,"48km NNE of Mammoth Lakes, California",earthquake,1.04,14.07,,7,reviewed,ci,ci
2007-02-26T12:19:54.480Z,2007,2,26,12,40.643,-124.866,us,California,Humboldt County,0,5.4,mwc,222,115.7,,,us,usp000f5ph,2016-11-10T01:36:14.280Z,offshore Northern California,earthquake,,,,,reviewed,nc,gcmt
2007-02-26T12:21:02.140Z,2007,2,26,12,40.642,-124.87,us,California,Humboldt County,4.957,5.4,mh,21,329,,69.32,ci,ci10233309,2016-03-09T08:10:39.568Z,"52km W of Ferndale, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2008-04-30T03:03:06.900Z,2008,4,30,3,40.836,-123.497,us,California,Trinity County,29.1,5.4,mwc,404,53.4,,,us,usp000g559,2016-11-10T01:55:25.527Z,Northern California,earthquake,,,,,reviewed,nc,gcmt
2004-09-18T23:43:48.140Z,2004,9,18,23,37.5709991,-118.879837,us,California,Mono County,5.289,5.34,mw,101,124,0.06856,0.13,ci,ci14091884,2016-11-10T00:46:16.561Z,"11km SE of Mammoth Lakes, California",earthquake,8.43,14.14,,6,automatic,ci,ci
2012-08-26T19:31:23.040Z,2012,8,26,19,33.0171667,-115.5536667,us,California,Imperial County,8.323,5.32,mw,56,73,0.03163,0.21,ci,ci15199681,2016-03-11T03:21:14.648Z,"5km NNW of Brawley, CA",earthquake,0.32,0.72,,6,reviewed,ci,ci
2001-04-21T17:18:56.950Z,2001,4,21,17,42.925,-111.395,us,Idaho,Caribou County,0.8,5.3,mwc,298,,,,us,usp000adrg,2016-11-09T22:20:59.089Z,southern Idaho,earthquake,,,,,reviewed,slc,hrv
2002-04-20T10:50:47.450Z,2002,4,20,10,44.5123333,-73.6973333,us,New York,Clinton County,4.83,5.3,mlg,11,91,0.3375,0.18,ld,ld2002042000,2016-11-09T22:20:34.619Z,New York,earthquake,0.5,1.73,,,reviewed,ld,ld
2002-06-17T16:55:07.440Z,2002,6,17,16,40.828,-124.604,us,California,Humboldt County,22,5.3,mwc,246,,,,us,usp000b6bw,2016-11-09T22:46:44.555Z,offshore Northern California,earthquake,,,,,reviewed,nc,hrv
2011-08-23T05:46:18.250Z,2011,8,23,5,37.063,-104.701,us,Colorado,Las Animas County,4,5.3,mwr,187,26,,0.98,us,usp000j6wm,2016-02-10T19:41:31.035Z,Colorado,earthquake,,1.8,,,reviewed,us,us
2012-10-21T06:55:09.930Z,2012,10,21,6,36.3241667,-120.8466667,us,California,Monterey County,15.426,5.3,mh,20,88,0.2588,0.55,ci,ci15233041,2016-03-11T23:47:03.715Z,"28km ENE of King City, CA",earthquake,1.35,4.86,,0,reviewed,ci,ci
2014-06-29T04:59:35.390Z,2014,6,29,4,32.5822,-109.1682,us,Arizona,Greenlee County,6.44,5.3,mww,,54,1.169,0.69,us,usc000rnfe,2016-01-22T03:18:37.433Z,"50km WNW of Lordsburg, New Mexico",earthquake,,3.3,,,reviewed,us,us
2015-05-22T18:47:42.980Z,2015,5,22,18,37.2925,-114.6546,us,Nevada,Lincoln County,4.0328,5.27,ml,32,109.36,0.335,0.159,nn,nn00495477,2016-03-11T21:18:19.687Z,"37km SSW of Caliente, Nevada",earthquake,2.5866,1.8631,0.22,11,reviewed,nn,nn
2001-08-10T20:19:26.600Z,2001,8,10,20,39.823,-120.646,us,California,Plumas County,17.8,5.2,mwc,146,,,,us,usp000am6r,2016-11-09T23:12:14.640Z,Northern California,earthquake,,,,,reviewed,ren,hrv
2005-06-12T15:41:46.520Z,2005,6,12,15,33.5325,-116.5666667,us,California,Riverside County,13.051,5.2,mw,96,19,0.04319,0.21,ci,ci14151344,2016-11-10T01:07:20.697Z,"10km ESE of Anza, CA",earthquake,0.17,0.26,,0,reviewed,ci,ci
2007-05-09T07:50:05.870Z,2007,5,9,7,40.3763333,-125.0445,us,California,Humboldt County,0.143,5.2,mh,6,337,0.8896,4.41,ci,ci14289688,2016-11-10T01:39:55.722Z,"70km WSW of Ferndale, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2008-04-18T09:36:59.110Z,2008,4,18,9,38.4515,-87.8861667,us,Illinois,Wabash County,14.25,5.2,mw,16,86,,0.2,nm,nm606657,2016-11-10T01:54:52.897Z,"11km WNW of Mount Carmel, Illinois",earthquake,1.3,1.3,,,reviewed,nm,nm
2012-07-21T06:04:21.520Z,2012,7,21,6,40.43,-125.234,us,California,Humboldt County,-0.46,5.2,mh,13,332,2.309,1.34,ci,ci15181273,2016-03-11T17:51:49.695Z,"84km W of Ferndale, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2009-10-03T01:16:00.310Z,2009,10,3,1,36.391,-117.8608333,us,California,Inyo County,-1.77,5.19,mw,36,50,0.1658,0.33,ci,ci14519780,2016-11-10T02:17:56.490Z,"18km NE of Olancha, CA",earthquake,0.46,1.22,,6,reviewed,ci,ci
2016-06-10T08:04:38.700Z,2016,6,10,8,33.4315,-116.4426667,us,California,San Diego County,12.31,5.19,mw,143,18,0.09275,0.23,ci,ci37374687,2016-11-02T19:01:45.781Z,"20km NNW of Borrego Springs, CA",earthquake,0.13,0.34,,6,reviewed,ci,ci
2001-07-17T12:07:26.100Z,2001,7,17,12,36.0163333,-117.8743333,us,California,Inyo County,1.864,5.17,mw,39,37,,0.18,ci,ci9674049,2016-04-02T01:38:02.675Z,"7km ESE of Coso Junction, CA",earthquake,0.35,0.48,,6,reviewed,ci,ci
2013-02-13T00:10:13.180Z,2013,2,13,0,38.1361667,-118.0398333,us,Nevada,Esmeralda County,-2.386,5.15,mw,8,264,0.2752,0.21,ci,ci11243586,2016-03-12T03:38:56.931Z,"67km SE of Hawthorne, NV",earthquake,3.65,4.9,,6,reviewed,ci,ci
2005-09-02T01:27:19.590Z,2005,9,2,1,33.1533333,-115.6463333,us,California,Imperial County,1.207,5.11,mw,39,52,0.03525,0.33,ci,ci14179736,2016-11-09T05:54:15.761Z,"13km WNW of Calipatria, CA",earthquake,0.33,0.86,0.242,0,reviewed,ci,ci
2005-03-02T11:12:57.420Z,2005,3,2,11,34.715,-110.97,us,Arizona,Coconino County,5,5.1,mb,30,55.1,,0.82,us,usp000dhc3,2015-03-24T00:43:43.447Z,Arizona,earthquake,,,,2,reviewed,us,us
2005-03-02T11:12:57.420Z,2005,3,2,11,34.715,-110.97,us,Arizona,Coconino County,5,5.1,mb,30,55.1,,0.82,us,usp000dhc3,2015-03-24T00:43:43.447Z,Arizona,earthquake,,,,2,reviewed,us,us
2008-02-21T14:34:55.538Z,2008,2,21,14,41.137,-114.8398,us,Nevada,Elko County,0,5.1,ml,7,138.75,0.322,0.3244,nn,nn00517570,2015-11-16T20:00:35.791Z,"10km ENE of Wells, Nevada",earthquake,2.95,,0.33,6,reviewed,nn,nn
2008-04-26T06:40:10.453Z,2008,4,26,6,39.5231,-119.9393,us,Nevada,Washoe County,2.8,5.1,ml,35,39.56,0.008,0.122,nn,nn00385392,2016-11-10T01:55:12.004Z,"1km NW of Mogul, Nevada",earthquake,0.57,0.5,0.13,2,reviewed,nn,nn
2014-03-29T04:09:42.170Z,2014,3,29,4,33.9325,-117.9158333,us,California,Orange County,5.09,5.1,mw,321,9,0.01443,0.24,ci,ci15481673,2016-09-26T21:34:48.167Z,"2km NW of Brea, CA",earthquake,0.1,0.21,,6,reviewed,ci,ci
2016-02-13T17:07:06.290Z,2016,2,13,17,36.4898,-98.709,us,Oklahoma,Woods County,8.31,5.1,mww,,17,0.218,1.09,us,us20004zy8,2016-11-10T22:12:17.393Z,"31km NW of Fairview, Oklahoma",earthquake,1.8,3.7,,,reviewed,us,us
2016-08-10T02:57:17.510Z,2016,8,10,2,39.3293333,-122.8018333,us,California,Lake County,14.45,5.09,mw,120,32,0.155,0.15,nc,nc72672610,2016-10-26T03:10:24.040Z,"20km NNE of Upper Lake, California",earthquake,0.12,0.21,,6,reviewed,nc,nc
2008-12-06T04:18:42.850Z,2008,12,6,4,34.8133333,-116.4188333,us,California,San Bernardino County,6.37,5.06,mw,48,65,0.07081,0.19,ci,ci14408052,2016-11-10T02:05:00.255Z,"26km WNW of Ludlow, CA",earthquake,0.21,0.78,,6,reviewed,ci,ci
2004-09-29T17:10:04.960Z,2004,9,29,17,35.8855019,-120.5058365,us,California,Monterey County,-0.457,5.04,mw,158,161,,0.25,ci,ci14095540,2016-11-10T00:47:20.086Z,"7km WSW of Parkfield, California",earthquake,5.6,14.26,,6,reviewed,ci,ci
2004-09-29T22:54:54.240Z,2004,9,29,22,35.3898333,-118.6235,us,California,Kern County,2.788,5.03,mw,71,18,,0.25,ci,ci14095628,2016-11-10T00:47:21.131Z,"25km SSW of Bodfish, California",earthquake,0.27,0.72,,6,reviewed,ci,ci
2000-09-03T08:36:30.090Z,2000,9,3,8,38.379,-122.413,us,California,Napa County,10.2,5,mw,146,,,,us,usp0009zmm,2015-02-04T04:01:57.459Z,Northern California,earthquake,,,,,reviewed,nc,brk
2001-06-10T13:19:11.290Z,2001,6,10,13,47.1675,-123.5025,us,Washington,Grays Harbor County,40.245,5,md,89,89,,0.29,uw,uw10529683,2016-09-01T18:41:07.280Z,"Olympic Peninsula, Washington",earthquake,0.489,0.39,0.03,9,reviewed,uw,uw
2002-05-14T05:00:26.120Z,2002,5,14,5,36.9259987,-121.8223343,us,California,Santa Cruz County,-0.443,5,mw,46,287,,0.2,ci,ci13075448,2016-02-17T05:43:44.557Z,"4km ESE of La Selva Beach, California",earthquake,7.64,9.66,,6,automatic,ci,ci
2004-01-07T07:51:37.320Z,2004,1,7,7,43.571,-110.383,us,Wyoming,Teton County,3.1,5,mwc,67,35.2,,0.62,us,usp000chbr,2016-11-10T00:22:47.511Z,Wyoming,earthquake,,3.4,,,reviewed,us,hrv
2005-08-10T22:08:22.610Z,2005,8,10,22,36.947,-104.833,us,New Mexico,Colfax County,5,5,mwc,177,21.4,,0.68,us,usp000dx3k,2016-11-10T01:10:12.169Z,New Mexico,earthquake,,,,,reviewed,us,hrv
2006-07-19T11:41:40.920Z,2006,7,19,11,40.281,-124.426,us,California,Humboldt County,11.84,5,mh,6,253,,0.53,ci,ci14241368,2016-03-08T23:27:19.211Z,"36km SSW of Ferndale, CA",earthquake,2.76,31.61,,0,reviewed,ci,ci
2007-06-25T02:32:24.620Z,2007,6,25,2,41.116,-124.824,us,California,Humboldt County,3.4,5,mwc,269,174.7,,,us,usp000fes2,2016-11-10T01:41:32.615Z,offshore Northern California,earthquake,,,,,reviewed,nc,gcmt
2009-08-07T10:49:34.720Z,2009,8,7,10,40.31,-124.637,us,California,Humboldt County,16.9,5,mwc,124,111,,,us,usp000h026,2016-11-10T02:15:48.351Z,offshore Northern California,earthquake,,,,,reviewed,nc,gcmt
2009-10-01T10:01:24.670Z,2009,10,1,10,36.3878333,-117.8586667,us,California,Inyo County,3.985,5,mw,34,49,0.1683,0.32,ci,ci14517500,2016-11-10T02:17:43.777Z,"18km NE of Olancha, CA",earthquake,0.49,31.61,,0,reviewed,ci,ci
2015-01-03T17:44:03.530Z,2015,1,3,17,44.5074,-114.112,us,Idaho,Custer County,8.5,5,mww,,10,0.123,1.37,us,usc000tbfq,2015-10-24T20:18:50.375Z,"9km E of Challis, Idaho",earthquake,4.4,3.3,,,reviewed,us,us
2016-11-07T01:44:24.930Z,2016,11,7,1,35.9837,-96.7982,us,Oklahoma,Payne County,5,5,mww,,48,0.013,0.24,us,us100075y8,2016-11-18T14:06:21.053Z,"2km W of Cushing, Oklahoma",earthquake,0.7,1.7,,,reviewed,us,us
2003-02-22T12:19:10.920Z,2003,2,22,12,34.312,-116.8448333,us,California,San Bernardino County,5.589,4.99,mw,93,35,,0.32,ci,ci13935988,2016-11-09T21:56:10.478Z,"6km N of Big Bear City, CA",earthquake,0.16,0.56,,6,reviewed,ci,ci
2005-10-16T21:11:35.010Z,2005,10,16,21,32.4545,-118.1633333,us,California,San Clemente Island,9.778,4.99,ml,20,244,0.6157,0.38,ci,ci10147909,2016-03-07T20:00:52.205Z,"44km SSE of San Clemente Is. (SE tip), CA",earthquake,1.44,31.61,0.111,386,reviewed,ci,ci
2010-04-05T03:15:24.770Z,2010,4,5,3,32.6465,-115.8055,us,California,Imperial County,1.243,4.96,ml,35,181,0.06681,0.21,ci,ci14609660,2016-03-10T16:22:54.673Z,"20km ESE of Ocotillo, CA",earthquake,0.71,0.9,0.142,178,reviewed,ci,ci
2001-07-17T12:59:59.170Z,2001,7,17,12,36.017,-117.8823333,us,California,Inyo County,-0.706,4.93,mw,33,98,0.01132,0.2,ci,ci9674213,2016-04-02T01:40:12.193Z,"7km ESE of Coso Junction, CA",earthquake,0.43,0.78,,6,reviewed,ci,ci
2010-04-05T11:14:14.890Z,2010,4,5,11,32.6638333,-115.8088333,us,California,Imperial County,13.653,4.93,mw,37,160,0.07104,0.29,ci,ci14612516,2016-11-10T02:26:42.051Z,"19km ESE of Ocotillo, CA",earthquake,0.73,0.84,,0,reviewed,ci,ci
2004-09-28T17:24:15.400Z,2004,9,28,17,35.7966652,-120.3598328,us,California,Monterey County,-0.656,4.91,ml,84,164,0.2092,0.31,ci,ci14094996,2016-04-02T04:00:29.729Z,"10km NW of Cholame, CA",earthquake,0.95,1.79,0.144,16,automatic,ci,ci
2004-07-12T16:45:00.780Z,2004,7,12,16,44.3338333,-124.4888333,us,Oregon,Lane County,28.75,4.9,md,18,247,0.4973,0.24,uw,uw10609208,2016-11-10T00:40:10.243Z,offshore Oregon,earthquake,1.418,0.75,0.05,2,reviewed,uw,uw
2005-03-18T07:23:58.450Z,2005,3,18,7,40.37,-124.973,us,California,Humboldt County,17.5,4.9,mwc,168,114.4,,,us,usp000djex,2016-11-10T01:02:56.155Z,offshore Northern California,earthquake,,,,,reviewed,nc,hrv
2005-06-16T20:53:26.000Z,2005,6,16,20,34.06,-117.01,us,California,San Bernardino County,11.6,4.9,mwc,,,,,gcmt,gcmtc200506162053a,2016-11-10T01:07:30.658Z,"Greater Los Angeles area, California",earthquake,,,,,automatic,gcmt,gcmt
2008-01-19T23:13:05.430Z,2008,1,19,23,40.178,-122.703,us,California,Tehama County,2.9,4.9,mwc,191,110.3,,,us,usp000fx29,2016-11-10T01:50:51.927Z,Northern California,earthquake,,,,,reviewed,nc,gcmt
2008-10-26T09:26:50.760Z,2008,10,26,9,40.318,-124.612,us,California,Humboldt County,19.8,4.9,mwr,62,191.8,,,us,usp000gm2e,2015-01-28T20:21:30.507Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
2010-06-13T03:08:57.090Z,2010,6,13,3,33.3833333,-116.4158333,us,California,San Diego County,11.156,4.9,ml,85,19,0.1148,0.26,ci,ci10701405,2016-03-10T15:17:46.308Z,"15km NNW of Borrego Springs, CA",earthquake,0.22,0.6,0.125,410,reviewed,ci,ci
2012-08-27T04:41:37.000Z,2012,8,27,4,33.0211667,-115.5195,us,California,Imperial County,4.17,4.9,mw,40,82,0.04196,0.21,ci,ci15202921,2016-03-12T03:25:51.512Z,"5km NNE of Brawley, CA",earthquake,0.42,0.64,,6,reviewed,ci,ci
2013-05-24T08:02:19.400Z,2013,5,24,8,40.1827,-121.0718,us,California,Plumas County,5.2,4.9,Ml,,136.8,0.08084838,0.09,nc,nc71997821,2015-01-28T08:31:38.940Z,"11km WNW of Greenville, California",earthquake,0.3,0.9,0.2,91,reviewed,nc,nc
2013-10-11T23:05:37.300Z,2013,10,11,23,40.9835,-124.7498,us,California,Humboldt County,8.7,4.9,Mw,,212.4,0.49407341,0.17,nc,nc72086051,2016-03-11T03:56:52.069Z,"53km WNW of Eureka, California",earthquake,0.4,1,,6,reviewed,nc,nc
2014-11-12T21:40:00.550Z,2014,11,12,21,37.2713,-97.6206,us,Kansas,Sumner County,4.03,4.9,mww,,31,0.135,0.23,us,usc000swru,2016-09-04T00:31:33.142Z,"13km S of Conway Springs, Kansas",earthquake,3.1,6.4,,,reviewed,us,us
2004-09-30T18:54:30.280Z,2004,9,30,18,35.9118347,-120.5333328,us,California,Monterey County,1.743,4.89,mw,163,146,0.03393,0.25,ci,ci14096196,2016-11-10T00:47:26.413Z,"9km W of Parkfield, California",earthquake,7.97,10.68,,6,automatic,ci,ci
2012-08-26T19:33:01.090Z,2012,8,26,19,33.0135,-115.5591667,us,California,Imperial County,4.387,4.89,mw,50,75,0.02933,0.17,ci,ci15199689,2016-03-11T05:12:05.482Z,"5km NW of Brawley, CA",earthquake,0.29,0.47,,6,reviewed,ci,ci
2005-06-16T20:53:26.020Z,2005,6,16,20,34.058,-117.0113333,us,California,San Bernardino County,10.558,4.88,mw,149,18,,0.29,ci,ci14155260,2016-11-09T05:47:35.895Z,"4km NE of Yucaipa, CA",earthquake,0.21,0.46,,6,reviewed,ci,ci
2016-02-24T00:02:23.630Z,2016,2,24,0,35.5423333,-119.3728333,us,California,Kern County,22.14,4.87,mw,84,37,0.295,0.29,ci,ci37528064,2016-11-10T22:13:42.848Z,"6km SSW of Wasco, CA",earthquake,0.24,0.65,,6,reviewed,ci,ci
2009-10-03T01:10:26.100Z,2009,10,3,1,36.3863333,-117.8681667,us,California,Inyo County,1.688,4.85,ml,23,52,0.172,0.28,ci,ci14519764,2016-03-09T06:14:31.824Z,"17km NE of Olancha, CA",earthquake,0.37,31.61,0.135,372,reviewed,ci,ci
2010-04-27T10:55:35.720Z,2010,4,27,10,32.6921667,-115.8465,us,California,Imperial County,3.278,4.83,ml,43,56,0.02767,0.23,ci,ci14682004,2016-03-10T09:09:43.168Z,"14km ESE of Ocotillo, CA",earthquake,0.3,0.46,0.183,369,reviewed,ci,ci
2003-04-25T10:02:12.710Z,2003,4,25,10,47.6705,-123.25,us,Washington,Jefferson County,50.513,4.8,md,85,53,,0.18,uw,uw10583988,2016-09-01T18:41:18.787Z,"Olympic Peninsula, Washington",earthquake,0.347,0.59,0.04,8,reviewed,uw,uw
2007-04-18T08:42:22.330Z,2007,4,18,8,39.465,-123.106,us,California,Mendocino County,6,4.8,mwr,129,121.1,,,us,usp000f9zk,2015-01-28T09:58:55.295Z,Northern California,earthquake,,,,,reviewed,nc,brk
2008-02-21T23:57:50.977Z,2008,2,21,23,41.1472,-114.933,us,Nevada,Elko County,12.5,4.8,ml,7,135.43,0.306,0.1077,nn,nn00234666,2015-11-25T21:45:52.352Z,"4km NNE of Wells, Nevada",earthquake,5.17,13.8,0.18,6,reviewed,nn,nn
2008-02-22T23:27:45.164Z,2008,2,22,23,41.1276,-114.9269,us,Nevada,Elko County,11.1,4.8,ml,9,132.31,0.019,0.1375,nn,nn00235053,2015-11-17T10:29:16.585Z,"3km ENE of Wells, Nevada",earthquake,3.89,1.7,0.42,6,reviewed,nn,nn
2008-02-27T07:59:38.206Z,2008,2,27,7,41.1876,-114.8318,us,Nevada,Elko County,9.2,4.8,ml,13,141.77,0.038,0.1435,nn,nn00236032,2015-11-17T10:04:18.178Z,"13km NE of Wells, Nevada",earthquake,1.83,1.2,0.37,4,reviewed,nn,nn
2008-04-01T13:16:17.213Z,2008,4,1,13,41.2285,-114.84,us,Nevada,Elko County,11,4.8,ml,8,92.48,0.196,0.1017,nn,nn00239974,2015-12-16T23:53:14.880Z,"16km NE of Wells, Nevada",earthquake,2.76,4.2,0.33,6,reviewed,nn,nn
2008-12-26T12:19:40.036Z,2008,12,26,12,39.9582,-120.8697,us,California,Plumas County,9.7,4.8,ml,22,55.39,0.467,0.1369,nn,nn00270122,2015-11-26T01:08:35.412Z,"3km NE of East Quincy, California",earthquake,2.58,3,0.16,3,reviewed,nn,nn
2010-05-08T18:33:10.750Z,2010,5,8,18,32.6815,-115.7971667,us,California,Imperial County,5.955,4.8,mw,54,97,0.02883,0.24,ci,ci10657533,2016-11-10T02:28:04.120Z,"19km ESE of Ocotillo, CA",earthquake,0.37,31.61,,0,reviewed,ci,ci
2010-08-05T00:04:17.860Z,2010,8,5,0,43.596,-110.391,us,Wyoming,Teton County,5,4.8,mwr,120,24.6,,0.97,us,usp000hhj8,2015-03-24T01:38:53.208Z,Wyoming,earthquake,,,,,reviewed,us,us
2011-10-20T12:24:41.600Z,2011,10,20,12,28.865,-98.079,us,Texas,Karnes County,5,4.8,mwr,220,30.6,,1.23,us,usp000j9kx,2015-03-24T01:38:08.559Z,southern Texas,earthquake,,,,,reviewed,us,us
2011-11-05T07:12:45.000Z,2011,11,5,7,35.55,-96.764,us,Oklahoma,Lincoln County,3.1,4.8,mwr,322,17.2,,,us,usp000jac0,2016-09-09T20:12:27.000Z,Oklahoma,earthquake,,,,,reviewed,tul,us
2011-11-08T02:46:57.000Z,2011,11,8,2,35.531,-96.788,us,Oklahoma,Lincoln County,5,4.8,mwr,342,19.2,,,us,usp000jajb,2016-09-09T20:12:39.000Z,Oklahoma,earthquake,,,,,reviewed,tul,us
2012-05-17T08:12:00.990Z,2012,5,17,8,31.926,-94.369,us,Texas,Shelby County,5,4.8,mwr,300,18.3,,1.24,us,usp000jkhb,2015-03-24T01:29:25.291Z,eastern Texas,earthquake,,,,,reviewed,us,us
2013-05-29T14:38:03.410Z,2013,5,29,14,34.4061667,-119.9198333,us,California,Santa Barbara County,7.12,4.8,mw,37,63,,0.44,ci,ci15350729,2016-09-14T22:18:17.920Z,"6km W of Isla Vista, CA",earthquake,0.46,1.56,,6,reviewed,ci,ci
2013-09-21T13:16:33.080Z,2013,9,21,13,42.9745,-109.128,us,Wyoming,Fremont County,76.2,4.8,mwr,,16,0.378,1.08,us,usb000jx4l,2015-01-28T12:34:03.940Z,"20km W of Fort Washakie, Wyoming",earthquake,,3.7,0.039,,reviewed,us,us
2014-03-30T12:34:39.100Z,2014,3,30,12,44.772,-110.6847,us,Wyoming,Park County,5.6,4.8,Mw,,64.8,0.04491576,0.24,uu,uu60061837,2015-01-29T01:59:49.832Z,"35km ENE of West Yellowstone, Montana",earthquake,0.4,0.8,,0,reviewed,uu,uu
